,Title,News Content
0,India’S Doubles Badminton Coach Tan Kim Her Resigns,"New Delhi: Malaysia’s Tan Kim Her has stepped down from his post as India’s doubles badminton coach, citing personal reasons.The 47-year-old, who was appointed as the national team’s doubles coach put down his papers, one-and-a-half years before his contract with the Badminton Association of India (BAI) was to end after the 2020 Tokyo Olympics.“Yes, Tan Kim Her has resigned as doubles coach. He had put down his papers about a month back. He had some family problems, so he left India during the Senior Nationals,” BAI secretary (events) Omar Rashid told PTI.Tan Kim Her has earlier coached England, South Korea and Malaysia and there are speculations that he might have received some lucrative offer from another country.Asked about it, Rashid said: “No there is no truth in such speculations. There was no problem, he left purely due to personal reasons.”Under Tan Kim Her, India saw the rise of men’s doubles pair of Chirag Shetty and Satwiksairaj Rankireddy, who won the silver medal at the Commonwealth Games and also helped the country win the mixed team gold for the first time.The Indian duo won the Hyderabad Open Super 100 event and also reached the finals at Syed Modi Super 300 tournament and are currently ranked 20th in the world.The women’s pair of N Sikki Reddy and Ashwini Ponnappa also have done well under the Malaysian’s guidance, claiming the bronze medal at Gold Coast event.In early 2018, India’s singles coach Mulyo Handoyo of Indonesia also didn’t complete his contract and left abruptly citing personal reasons.BAI has recently roped in two Korean coaches Kim Ji Hyun and Park Tae Sang and the Indian team is awaiting their arrival.The onus of guiding the Indian doubles pairs will now rest on the two new doubles coaches Flandy Limpele and Namrih Suroto from Indonesia, who were also hired by BAI."
1,Markets Strategy: A Buy On Dips As Indices Look Overvalued,"It was an immensely volatile week for the markets in India. While Monday saw a spectacular rally, Tuesday and Wednesday saw immense bouts of volatility, thanks to surgical strikes launched by India and Pakistan’s reaction on Wednesday.However, most market participants have realized that war is not an option for either India or Pakistan and this led to buying support at lower levels. In the end, the Indian markets ended the week with gains of near 0.7 per cent.Going ahead, we are unlikely to see great gains for the markets, given the fact that we have elections slated in the next two months and the possibility of results being announced by mid-May. That is just 2 and half months from now.Nobody is sure of the election outcome. Until six months ago, it seemed almost certain that Narendra Modi would return to power for a second term. He might still, but, given the farmer distress and the outcome of election in the three states of Madhya Pradesh, Rajasthan and Chhatisgarh which the Congress bagged, the final result is difficult to predict.A third key factor has also been the alliance of the BSP and the SP in Uttar Pradesh, which could pose further challenges for the BJP.In any case election outcomes are difficult to predict. Going by pure fundamentals, Indian markets remain overvalued. The trailing p/e of the Nifty is 26.32 times, as on Feb 28. This is rather steep and way beyond the historic average. As such it makes sense to stay on the sidelines.The one positive for the markets over the last week is the sustained buying from Foreign Portfolio Investors. Domestic institutions on the other hand have sold heavily. Most of these institutions may want to sit on cash ahead of the elections. Apart from this, there are reports that fund flows into domestic institutions maybe slowing down.On Thursday, domestic institutions sold a staggering Rs 5,240 crores of shares, while Foreign Portfolio Investors net bought Rs 3200 crores worth of shares in the cash market. It would be interesting to see, if FPIs continue to lend support to the market.If the markets had fallen steeply, it would have made sense to invest. However, with the Sensex at 36,000 points, it is not too attractive, though one must admit that several stocks at the moment continue to languish.Strategy to adoptIt is a good idea to buy the dips and then sell the rally. The markets are expected to trade in a range in the coming weeks. Volatility could largely be induced on account of global factors, given that the tensions along the border have now subsided. Sitting on a large amount of cash is now desirable, given that markets are overvalued.In fact, for high networth individuals sitting on cash can still yield good returns, given that many banks are now giving you interest rates. Stock market investors should now start bracing for tremendous volatility. Look for good quality stocks with a sound management. It is likely that these stocks may see limited downside risk in an environment of severe damage to stock prices."
2,Microsoft To End Smart-Band Services,"Microsoft is ending support for its “Health Dashboard” applications and services for its smart-band fitness tracker. It will refund all users whose devices are still under warranty.The company is offering $79.99 for Band 1 owners and $175 for Band 2 devices.“On May 31, the ‘Microsoft Health Dashboard’ site will be shut down and Microsoft Band applications will be removed from the Microsoft Store, Google Play and Apple App store,” the software giant announced via a blog-post on Friday.Active Microsoft Band users, who have used the band and completed a data sync to the “Health Dashboard” between December 1, 2018 and March 1, 2019 are also eligible for refunds by the company.It is to be claimed by August 30.Although the web connected features will no longer be available, the users can continue to set alarms and track daily health information, activity data, as well as sleep analytics.“Functionality will be limited to what’s available on the Band device. Resetting the device after the service been discontinued will make it impossible to set up the device again,” the post said.Users have been instructed to transfer their data using the export tools on Microsoft’s support site before May 31.Introduced in 2014, Microsoft Band came with smart-watch and activity-tracker features, developed by the Windows-maker. A second generation was also released.In 2016, its production was discontinued for its often criticised awkward and uncomfortable design, the media reported."
3,"Punjab: Rs 50 Lakh Worth Heroin Seized, 3 Arrested","Chandigarh, Mar 2: The Punjab police’s Special Task Force (STF) has reportedly seized 97 grams of contraband substance heroin worth Rs 50 lakh.The Firozpur STF Range Police has arrested three people along with seizing the contraband substance.In January this year, Delhi Police’s Special Cell seized 20 kilograms of contraband substance Heroin and arrested six people in connection with it. The value of of the seized narcotic was said to be around Rs 80 crore. In the same month, the Delhi Police’s crime branch busted a drug trafficking syndicate that imported drugs online via dark web from the US and other countries, to distribute them in the city.Heroin worth Rs 200 seized, narcotics were being brought from Kupwara to Delhi in apple cartonsIn November last year (2018), the Narcotics Control Bureau seized Rs 200 crore worth heroin. The contraband substance was being brought from Jammu and Kashmir’s Kupwara in apple cartons. The heroin laden apple cartons were intercepted and seized from a highway toll plaza.In July 2018, four alleged drug peddlers were arrested in three separate incidents in Jammu and Kashmir and more than 450 grams of heroin and 250 intoxicant capsules were seized from them."
4,Imran Khan Was In Lahore To Ensure ‘Smooth’ Handing Over Of IAF Pilot Abhinandan Varthaman,"Lahore: Pakistan Prime Minister Imran Khan was present in Lahore to oversee the ‘smooth’ handing over captured Indian Air Force pilot to India at the Wagah border on Friday, official sources said.Khan arrived in Lahore on Friday afternoon, a couple of hours before IAF pilot Wing Commander Abhinandan Varthaman was brought to the Wagah border from Islamabad, amid high security.<div class=""google-auto-placed ap_container"" style=""width: 100%; height: auto; clear: both; text-align: center;""><ins data-ad-format=""auto"" class=""adsbygoogle adsbygoogle-noablate"" data-ad-client=""ca-pub-1320937060909444"" data-adsbygoogle-status=""done"" style=""display: block; margin: auto; background-color: transparent; height: 280px;""><ins id=""aswift_3_expand"" style=""display: inline-table; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1018px; background-color: transparent;"" tabindex=""0"" title=""Advertisement"" aria-label=""Advertisement""><ins id=""aswift_3_anchor"" style=""display: block; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1018px; background-color: transparent; overflow: hidden;""><iframe id=""aswift_3"" name=""aswift_3"" style=""left: 0px; position: absolute; top: 0px; border: 0px; width: 1018px; height: 280px;"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" width=""1018"" height=""280"" frameborder=""0"" src=""https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-1320937060909444&amp;output=html&amp;h=280&amp;adk=1624726564&amp;adf=276510594&amp;pi=t.aa~a.249833192~i.3~rp.4&amp;w=699&amp;fwrn=4&amp;fwrnh=100&amp;lmt=1615631507&amp;num_ads=1&amp;rafmt=1&amp;armr=3&amp;sem=mc&amp;pwprc=7021482993&amp;tp=site_kit&amp;psa=1&amp;ad_type=text_image&amp;format=699x280&amp;url=https%3A%2F%2Fwww.ebmnews.com%2Fimran-khan-was-in-lahore-to-ensure-smooth-handing-over-of-iaf-pilot-abhinandan-varthaman%2F&amp;flash=0&amp;fwr=0&amp;pra=3&amp;rh=175&amp;rw=698&amp;rpe=1&amp;resp_fmts=3&amp;wgl=1&amp;fa=27&amp;dt=1615631507876&amp;bpp=2&amp;bdt=1863&amp;idt=-M&amp;shv=r20210309&amp;cbv=r20190131&amp;ptt=9&amp;saldr=aa&amp;abxe=1&amp;cookie=ID%3D787eaae6addf9355-22091e09e0c60009%3AT%3D1615631456%3ART%3D1615631456%3AS%3DALNI_MatMmJ5NOCNOrQB_PztuLDvOlBFCA&amp;prev_fmts=0x0%2C1018x280%2C1017x613&amp;nras=4&amp;correlator=3937260433866&amp;frm=20&amp;pv=1&amp;ga_vid=757171751.1615631453&amp;ga_sid=1615631506&amp;ga_hid=221175126&amp;ga_fc=0&amp;u_tz=345&amp;u_his=7&amp;u_java=0&amp;u_h=768&amp;u_w=1366&amp;u_ah=738&amp;u_aw=1366&amp;u_cd=24&amp;u_nplug=3&amp;u_nmime=4&amp;adx=31&amp;ady=1387&amp;biw=1017&amp;bih=586&amp;scr_x=0&amp;scr_y=0&amp;eid=21068084&amp;oid=3&amp;pvsid=291686577584047&amp;pem=505&amp;rx=0&amp;eae=0&amp;fc=1408&amp;brdim=10%2C10%2C10%2C10%2C1366%2C0%2C1050%2C718%2C1034%2C586&amp;vis=1&amp;rsz=%7C%7Cs%7C&amp;abl=NS&amp;fu=8320&amp;bc=31&amp;ifi=4&amp;uci=a!4&amp;btvi=2&amp;fsb=1&amp;xpc=FHo8M9xKWi&amp;p=https%3A//www.ebmnews.com&amp;dtd=28"" marginwidth=""0"" marginheight=""0"" vspace=""0"" hspace=""0"" allowtransparency=""true"" scrolling=""no"" allowfullscreen=""true"" data-google-container-id=""a!4"" data-google-query-id=""CMSZ7bGIre8CFQPP3goduo4NVA"" data-load-complete=""true""></iframe></ins></ins></ins></div>
‘PM Khan’s main purpose of being in the town was to oversee the ‘smooth’ handing over of the captured Indian pilot to the Border Security Force,’ an official source told PTI.He said during his stay Khan held a meeting with Punjab Chief Minister Usman Buzdar and Governor Chaudhry Sarwar, who praised the premier for ordering the release of the Indian pilot.They said this gesture would establish that Pakistan was a peace loving country and wanted peace with its neighbouring countries especially India.Buzdar said: ‘This move will help de-escalte tensions between India and Pakistan.’‘The prime minister stayed in the city till the time the Indian pilot was handed over to his country. Later, he left for Islamabad,’ the source added.<div class=""google-auto-placed ap_container"" style=""width: 100%; height: auto; clear: both; text-align: center;""><ins data-ad-format=""auto"" class=""adsbygoogle adsbygoogle-noablate"" data-ad-client=""ca-pub-1320937060909444"" data-adsbygoogle-status=""done"" style=""display: block; margin: auto; background-color: transparent; height: 280px;""><ins id=""aswift_4_expand"" style=""display: inline-table; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1018px; background-color: transparent;"" tabindex=""0"" title=""Advertisement"" aria-label=""Advertisement""><ins id=""aswift_4_anchor"" style=""display: block; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1018px; background-color: transparent; overflow: hidden;""><iframe id=""aswift_4"" name=""aswift_4"" style=""left: 0px; position: absolute; top: 0px; border: 0px; width: 1018px; height: 280px;"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" width=""1018"" height=""280"" frameborder=""0"" src=""https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-1320937060909444&amp;output=html&amp;h=280&amp;adk=1624726564&amp;adf=3705453000&amp;pi=t.aa~a.249833192~i.11~rp.4&amp;w=699&amp;fwrn=4&amp;fwrnh=100&amp;lmt=1615631507&amp;num_ads=1&amp;rafmt=1&amp;armr=3&amp;sem=mc&amp;pwprc=7021482993&amp;tp=site_kit&amp;psa=1&amp;ad_type=text_image&amp;format=699x280&amp;url=https%3A%2F%2Fwww.ebmnews.com%2Fimran-khan-was-in-lahore-to-ensure-smooth-handing-over-of-iaf-pilot-abhinandan-varthaman%2F&amp;flash=0&amp;fwr=0&amp;pra=3&amp;rh=175&amp;rw=698&amp;rpe=1&amp;resp_fmts=3&amp;wgl=1&amp;fa=27&amp;dt=1615631507876&amp;bpp=2&amp;bdt=1863&amp;idt=2&amp;shv=r20210309&amp;cbv=r20190131&amp;ptt=9&amp;saldr=aa&amp;abxe=1&amp;cookie=ID%3D787eaae6addf9355-22091e09e0c60009%3AT%3D1615631456%3ART%3D1615631456%3AS%3DALNI_MatMmJ5NOCNOrQB_PztuLDvOlBFCA&amp;prev_fmts=0x0%2C1018x280%2C1017x613%2C699x280&amp;nras=5&amp;correlator=3937260433866&amp;frm=20&amp;pv=1&amp;ga_vid=757171751.1615631453&amp;ga_sid=1615631506&amp;ga_hid=221175126&amp;ga_fc=0&amp;u_tz=345&amp;u_his=7&amp;u_java=0&amp;u_h=768&amp;u_w=1366&amp;u_ah=738&amp;u_aw=1366&amp;u_cd=24&amp;u_nplug=3&amp;u_nmime=4&amp;adx=31&amp;ady=2015&amp;biw=1017&amp;bih=586&amp;scr_x=0&amp;scr_y=0&amp;eid=21068084&amp;oid=3&amp;pvsid=291686577584047&amp;pem=505&amp;rx=0&amp;eae=0&amp;fc=1408&amp;brdim=10%2C10%2C10%2C10%2C1366%2C0%2C1050%2C718%2C1034%2C586&amp;vis=1&amp;rsz=%7C%7Cs%7C&amp;abl=NS&amp;fu=8320&amp;bc=31&amp;ifi=5&amp;uci=a!5&amp;btvi=3&amp;fsb=1&amp;xpc=SFDAylazHx&amp;p=https%3A//www.ebmnews.com&amp;dtd=35"" marginwidth=""0"" marginheight=""0"" vspace=""0"" hspace=""0"" allowtransparency=""true"" scrolling=""no"" allowfullscreen=""true"" data-google-container-id=""a!5"" data-google-query-id=""CMeX7bGIre8CFYMv0wodaD0Akg"" data-load-complete=""true""></iframe></ins></ins></ins></div>
Pakistan Foreign Office, in a statement issued after handing over of the Indian pilot to India said: ‘Prime Minister Imran Khan who announced his (Varthaman’s) return as a ‘goodwill gesture’ aimed at de-escalating rising tensions with India.’Wing Commander Varthaman was arrested when his MIG-21 crashed in Pakistan-occupied Kashmir after being shot down by Pakistan Air Force for what Islamabad said ‘violating Pakistani airspace’ on February 27.For ThePrint’s smart analysis of how the rest of the media is doing its job, no holds barred, go to PluggedIn ."
5,SpaceX’S Crew Dragon Set To Be Launched With A Dummy Onboard,"Cape Canaveral (US), Mar 2: Eight years after the last manned US space flight, NASA and SpaceX are preparing to test a new space capsule for astronauts on Saturday — although for now the only occupant will be a dummy named Ripley. The new capsule will blast off on board a rocket built by SpaceX — the space company of billionaire Elon Musk — at 0249 (0749 GMT) on Saturday from the Kennedy Space Center at Cape Canaveral, Florida.Its destination is the International Space Station, which it is scheduled to reach by Sunday, with a return to Earth next Friday. If the flight goes smoothly, NASA plans to put two astronauts on board SpaceX’s Crew Dragon capsule by the end of the year.The excitement was palpable Friday at Cape Canaveral, where a day earlier the rocket was wheeled out of its hangar and staged in a vertical position on the legendary launch pad where the Apollo Moon missions took off.“It’s been a long eight years,” said Bob Cabana, the Kennedy Space Center’s director and a former astronaut.“It’s exciting to see a crewed vehicle, the SpaceX Dragon, up there on a Falcon 9 on pad 39A,” said Cabana, who witnessed the last space shuttle flight return to Cape Canaveral on July 21, 2011.After the shuttle programme was shuttered in 2011 after a 30-year run, NASA began outsourcing the logistics of its space missions. It pays Russia to get its people up to the orbiting research facility at a cost of USD 82 million a head, for a round trip. In 2014, the US space agency awarded contracts to SpaceX and Boeing for them to take over this task.[Crew Dragon launch on March 2: 7 things to know about this crew-less test flight to ISS]But the programme has suffered delays as safety requirements are much more stringent for manned flights than for unmanned missions to deploy satellites. The sky over the launch site was clear Friday, with meteorologists saying there was an 80 per cent chance of conditions being favourable overnight.“When you are here, right, there is a pride in the country. It’s different,” said Mark Geyer, director of the Johnson Space Center, where US astronauts are based.“There is a pride in what the United States and its teams can accomplish.” Boeing also received a contract in 2014 to develop a space vessel, the Starliner. It will not be tested until April, in a mission similar to SpaceX’s. NASA did not want to rely on just one single vehicle, in case of accidents. Planning has been delayed by around three years, with the first manned SpaceX flight still pencilled in for July, though officials frequently refer to the end of 2019 as a more realistic deadline. Saturday’s flight aims to test the vessel’s reliability and safety in real-life conditions.The dummy that will ride in the capsule — which SpaceX’s Hans Koenigsmann prefers to call a “smartie” — has been nicknamed Ripley in honour of the character played by Sigourney Weaver in the “Alien” movies. It will be fitted with monitors to test the forces that future astronauts will be subjected to on take-off and when they return to the Earth’s atmosphere and then splash down in the Atlantic, slowed down by giant parachutes. Everything will have to function according to a strict plan: the separation of the capsule and the rocket, the 27 hours orbiting towards the space station and then docking with it.“We instrumented the crap out of that vehicle,” said Kathy Lueders, the manager of NASA’s Commercial Crew programme. “We are going to learn a ton from this mission.” For SpaceX, which Musk founded in 2002, sending an astronaut into orbit would be a culmination of years of hard work and high-risk investment.“Every mission is important, but this is even more important,” said Koenigsmann, the firm’s vice-president for build and flight reliability. “Early on, our goal was human spaceflight,” he said.“Human spaceflight is a core value of business of SpaceX.” In less than a decade, SpaceX has become a key partner for NASA, in addition to dominating the market for private satellite launches. Its Falcon 9 rockets have resupplied the space station 15 times in seven years, even though one of them blew up in 2015."
6,"UNSC Blacklists Osama Bin Laden’S Son, Seen As Successor Of Al-Zawahiri","United Nations, Mar 02: The UN Security Council has designated Hamza bin Laden, the son of slain Al Qaida chief Osama bin Laden, under its sanctions list, subjecting him to a travel ban, assets freeze and an arms embargo as it described him as being seen as the “most probable successor” of the group’s current leader Aiman al-Zawahiri.The UN Security Council’s 1267 ISIS and Al Qaida Sanctions Committee listed 29-year old Hamza bin Laden on Thursday, the day the US announced a reward of up to one million dollars for information about him. Saudi Arabia also announced Friday it had revoked the citizenship of Hamza bin Laden via a royal decree in November.A Security Council press release said al-Zawahiri has announced that the Saudi Arabia-born Hamza bin Laden is an official member of Al Qaida. Hamza bin Laden “has called for followers of Al-Qaida to commit terror attacks.<div class=""google-auto-placed ap_container"" style=""width: 100%; height: auto; clear: both; text-align: center;""><ins data-ad-format=""auto"" class=""adsbygoogle adsbygoogle-noablate"" data-ad-client=""ca-pub-1320937060909444"" data-adsbygoogle-status=""done"" style=""display: block; margin: auto; background-color: transparent; height: 280px;""><ins id=""aswift_2_expand"" style=""display: inline-table; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1001px; background-color: transparent;"" tabindex=""0"" title=""Advertisement"" aria-label=""Advertisement""><ins id=""aswift_2_anchor"" style=""display: block; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1001px; background-color: transparent; overflow: hidden;""><iframe id=""aswift_2"" name=""aswift_2"" style=""left: 0px; position: absolute; top: 0px; border: 0px; width: 1001px; height: 280px;"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" width=""1001"" height=""280"" frameborder=""0"" src=""https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-1320937060909444&amp;output=html&amp;h=280&amp;adk=503774020&amp;adf=573046398&amp;pi=t.aa~a.249833192~i.3~rp.4&amp;w=699&amp;fwrn=4&amp;fwrnh=100&amp;lmt=1615631525&amp;num_ads=1&amp;rafmt=1&amp;armr=3&amp;sem=mc&amp;pwprc=7021482993&amp;tp=site_kit&amp;psa=1&amp;ad_type=text_image&amp;format=699x280&amp;url=https%3A%2F%2Fwww.ebmnews.com%2Funsc-blacklists-osama-bin-ladens-son-seen-as-successor-of-al-zawahiri%2F&amp;flash=0&amp;fwr=0&amp;pra=3&amp;rh=175&amp;rw=698&amp;rpe=1&amp;resp_fmts=3&amp;wgl=1&amp;fa=27&amp;dt=1615631525972&amp;bpp=1&amp;bdt=1264&amp;idt=-M&amp;shv=r20210309&amp;cbv=r20190131&amp;ptt=9&amp;saldr=aa&amp;abxe=1&amp;cookie=ID%3D787eaae6addf9355-22091e09e0c60009%3AT%3D1615631456%3ART%3D1615631456%3AS%3DALNI_MatMmJ5NOCNOrQB_PztuLDvOlBFCA&amp;prev_fmts=0x0%2C1001x280&amp;nras=3&amp;correlator=736574280107&amp;frm=20&amp;pv=1&amp;ga_vid=757171751.1615631453&amp;ga_sid=1615631525&amp;ga_hid=506936958&amp;ga_fc=0&amp;u_tz=345&amp;u_his=9&amp;u_java=0&amp;u_h=768&amp;u_w=1366&amp;u_ah=738&amp;u_aw=1366&amp;u_cd=24&amp;u_nplug=3&amp;u_nmime=4&amp;adx=31&amp;ady=1492&amp;biw=1017&amp;bih=586&amp;scr_x=0&amp;scr_y=0&amp;eid=44736525%2C44737458&amp;oid=3&amp;pvsid=2482726668340989&amp;pem=505&amp;rx=0&amp;eae=0&amp;fc=1408&amp;brdim=10%2C10%2C10%2C10%2C1366%2C0%2C1050%2C718%2C1034%2C586&amp;vis=1&amp;rsz=%7C%7Cs%7C&amp;abl=NS&amp;fu=8320&amp;bc=31&amp;ifi=3&amp;uci=a!3&amp;btvi=2&amp;fsb=1&amp;xpc=n7lkMs2pAA&amp;p=https%3A//www.ebmnews.com&amp;dtd=27"" marginwidth=""0"" marginheight=""0"" vspace=""0"" hspace=""0"" allowtransparency=""true"" scrolling=""no"" allowfullscreen=""true"" data-google-container-id=""a!3"" data-google-query-id=""CLfAvbqIre8CFQ1SGwodEQYKgQ"" data-load-complete=""true""></iframe></ins></ins></ins></div>
Is seen as the most probable successor of al-Zawahiri,” the powerful 15-member Council said. An assets freeze under the Sanctions Committee requires that all states freeze without delay the funds and other financial assets or economic resources of designated individuals and entities.Saudi Arabia revokes citizenship of late al-Qaida leader Osama’s son Hamza bin LadenThe travel ban entails preventing the entry into or transit by all states through their territories by designated individuals. Under the arms embargo, all states are required to prevent the direct or indirect supply, sale and transfer from their territories or by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types, spare parts, and technical advice, assistance, or training related to military activities, to designated individuals and entities.<div class=""google-auto-placed ap_container"" style=""width: 100%; height: auto; clear: both; text-align: center;""><ins data-ad-format=""auto"" class=""adsbygoogle adsbygoogle-noablate"" data-ad-client=""ca-pub-1320937060909444"" data-adsbygoogle-status=""done"" style=""display: block; margin: auto; background-color: transparent; height: 280px;""><ins id=""aswift_3_expand"" style=""display: inline-table; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1001px; background-color: transparent;"" tabindex=""0"" title=""Advertisement"" aria-label=""Advertisement""><ins id=""aswift_3_anchor"" style=""display: block; border: none; height: 280px; margin: 0px; padding: 0px; position: relative; visibility: visible; width: 1001px; background-color: transparent; overflow: hidden;""><iframe id=""aswift_3"" name=""aswift_3"" style=""left: 0px; position: absolute; top: 0px; border: 0px; width: 1001px; height: 280px;"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" width=""1001"" height=""280"" frameborder=""0"" src=""https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-1320937060909444&amp;output=html&amp;h=280&amp;adk=503774020&amp;adf=507707673&amp;pi=t.aa~a.249833192~i.9~rp.4&amp;w=699&amp;fwrn=4&amp;fwrnh=100&amp;lmt=1615631526&amp;num_ads=1&amp;rafmt=1&amp;armr=3&amp;sem=mc&amp;pwprc=7021482993&amp;tp=site_kit&amp;psa=1&amp;ad_type=text_image&amp;format=699x280&amp;url=https%3A%2F%2Fwww.ebmnews.com%2Funsc-blacklists-osama-bin-ladens-son-seen-as-successor-of-al-zawahiri%2F&amp;flash=0&amp;fwr=0&amp;pra=3&amp;rh=175&amp;rw=698&amp;rpe=1&amp;resp_fmts=3&amp;wgl=1&amp;fa=27&amp;dt=1615631525972&amp;bpp=1&amp;bdt=1264&amp;idt=-M&amp;shv=r20210309&amp;cbv=r20190131&amp;ptt=9&amp;saldr=aa&amp;abxe=1&amp;cookie=ID%3D787eaae6addf9355-22091e09e0c60009%3AT%3D1615631456%3ART%3D1615631456%3AS%3DALNI_MatMmJ5NOCNOrQB_PztuLDvOlBFCA&amp;prev_fmts=0x0%2C1001x280%2C699x280&amp;nras=4&amp;correlator=736574280107&amp;frm=20&amp;pv=1&amp;ga_vid=757171751.1615631453&amp;ga_sid=1615631525&amp;ga_hid=506936958&amp;ga_fc=0&amp;u_tz=345&amp;u_his=9&amp;u_java=0&amp;u_h=768&amp;u_w=1366&amp;u_ah=738&amp;u_aw=1366&amp;u_cd=24&amp;u_nplug=3&amp;u_nmime=4&amp;adx=31&amp;ady=2131&amp;biw=1017&amp;bih=586&amp;scr_x=0&amp;scr_y=0&amp;eid=44736525%2C44737458&amp;oid=3&amp;pvsid=2482726668340989&amp;pem=505&amp;rx=0&amp;eae=0&amp;fc=1408&amp;brdim=10%2C10%2C10%2C10%2C1366%2C0%2C1050%2C718%2C1034%2C586&amp;vis=1&amp;rsz=%7C%7Cs%7C&amp;abl=NS&amp;fu=8320&amp;bc=31&amp;ifi=4&amp;uci=a!4&amp;btvi=3&amp;fsb=1&amp;xpc=WkiEHNKPAl&amp;p=https%3A//www.ebmnews.com&amp;dtd=32"" marginwidth=""0"" marginheight=""0"" vspace=""0"" hspace=""0"" allowtransparency=""true"" scrolling=""no"" allowfullscreen=""true"" data-google-container-id=""a!4"" data-google-query-id=""CIzsvbqIre8CFcKChQodpToCPg"" data-load-complete=""true""></iframe></ins></ins></ins></div>
Just hours before the UNSC Sanctions Committee designated Hamza bin Laden, the US State Department’s Rewards for Justice Program announced a reward for up to USD 1 million for information leading to his identification or location in any country, saying he is emerging as a leader in the Al Qaida franchise.“Since at least August 2015, he has released audio and video messages on the Internet calling on his followers to launch attacks against the United States and its Western allies, and he has threatened attacks against the United States in revenge for the May 2011 killing of his father by U.S. service members,” the State Department said.In January 2017, the State Department had listed Hamza bin Laden as a Specially Designated Global Terrorist, freezing all of his assets based in the United States or in the possession or control of US persons."
